"x"
"166"	"ENSDNOG00000006902"
"167"	"ENSDNOG00000042460"
"168"	"ENSDNOG00000026070"
"169"	"ENSDNOG00000019442"
"170"	"ENSDNOG00000051754"
"171"	"ENSDNOG00000050057"
"172"	"ENSDNOG00000031104"
"173"	"ENSDNOG00000048996"
"174"	"ENSDNOG00000044516"
"175"	"ENSDNOG00000052219"
"176"	"ENSDNOG00000052456"
"177"	"ENSDNOG00000010630"
"178"	"ENSDNOG00000046410"
"179"	"ENSDNOG00000019150"
"180"	"ENSDNOG00000048430"
"181"	"ENSDNOG00000033913"
"182"	"ENSDNOG00000035179"
"183"	"ENSDNOG00000007590"
"184"	"ENSDNOG00000041872"
"185"	"ENSDNOG00000033898"
"186"	"ENSDNOG00000016153"
"187"	"ENSDNOG00000051073"
"188"	"ENSDNOG00000037568"
"189"	"ENSDNOG00000015229"
"190"	"ENSDNOG00000041473"
"191"	"ENSDNOG00000044678"
"192"	"ENSDNOG00000050027"
"193"	"ENSDNOG00000030197"
"194"	"ENSDNOG00000052271"
"195"	"ENSDNOG00000039308"
"196"	"ENSDNOG00000045361"
"197"	"ENSDNOG00000019797"
"198"	"ENSDNOG00000019799"
"199"	"ENSDNOG00000047700"
"200"	"ENSDNOG00000044260"
"201"	"ENSDNOG00000034389"
"202"	"ENSDNOG00000036145"
"203"	"ENSDNOG00000051518"
"204"	"ENSDNOG00000040401"
"205"	"ENSDNOG00000019805"
"206"	"ENSDNOG00000035593"
"207"	"ENSDNOG00000019807"
"208"	"ENSDNOG00000035959"
"209"	"ENSDNOG00000034659"
"210"	"ENSDNOG00000050538"
"211"	"ENSDNOG00000050920"
"212"	"ENSDNOG00000018422"
"213"	"ENSDNOG00000019022"
"214"	"ENSDNOG00000019020"
"215"	"ENSDNOG00000038025"
"216"	"ENSDNOG00000032919"
"217"	"ENSDNOG00000052286"
"218"	"ENSDNOG00000044838"
"219"	"ENSDNOG00000050323"
"220"	"ENSDNOG00000032224"
"221"	"ENSDNOG00000016006"
"222"	"ENSDNOG00000030769"
"223"	"ENSDNOG00000028871"
"224"	"ENSDNOG00000001973"
"225"	"ENSDNOG00000050546"
"226"	"ENSDNOG00000016352"
"227"	"ENSDNOG00000019701"
"228"	"ENSDNOG00000019700"
"229"	"ENSDNOG00000035521"
"230"	"ENSDNOG00000002717"
"231"	"ENSDNOG00000031177"
"232"	"ENSDNOG00000048097"
"233"	"ENSDNOG00000031268"
"234"	"ENSDNOG00000014724"
"235"	"ENSDNOG00000019250"
"236"	"ENSDNOG00000037949"
"237"	"ENSDNOG00000037732"
"238"	"ENSDNOG00000051019"
"239"	"ENSDNOG00000003020"
"240"	"ENSDNOG00000038848"
"241"	"ENSDNOG00000037893"
"242"	"ENSDNOG00000038036"
"243"	"ENSDNOG00000031663"
"244"	"ENSDNOG00000038751"
"245"	"ENSDNOG00000029421"
"246"	"ENSDNOG00000049951"
"247"	"ENSDNOG00000027485"
"248"	"ENSDNOG00000030157"
"249"	"ENSDNOG00000019241"
"250"	"ENSDNOG00000010687"
"251"	"ENSDNOG00000012297"
"252"	"ENSDNOG00000028693"
"253"	"ENSDNOG00000052027"
"254"	"ENSDNOG00000003139"
"255"	"ENSDNOG00000049117"
"256"	"ENSDNOG00000032574"
"257"	"ENSDNOG00000014285"
"258"	"ENSDNOG00000050703"
"259"	"ENSDNOG00000013020"
"260"	"ENSDNOG00000035728"
"261"	"ENSDNOG00000011695"
"262"	"ENSDNOG00000050545"
"263"	"ENSDNOG00000000396"
"264"	"ENSDNOG00000035154"
"265"	"ENSDNOG00000046408"
"266"	"ENSDNOG00000002492"
"267"	"ENSDNOG00000005476"
"268"	"ENSDNOG00000036521"
"269"	"ENSDNOG00000031661"
"270"	"ENSDNOG00000052302"
"271"	"ENSDNOG00000038074"
"272"	"ENSDNOG00000051886"
"273"	"ENSDNOG00000006996"
"274"	"ENSDNOG00000017761"
"275"	"ENSDNOG00000028193"
"276"	"ENSDNOG00000040861"
"277"	"ENSDNOG00000033964"
"278"	"ENSDNOG00000040700"
"279"	"ENSDNOG00000004152"
"280"	"ENSDNOG00000016575"
"281"	"ENSDNOG00000024709"
"282"	"ENSDNOG00000037739"
"283"	"ENSDNOG00000049601"
"284"	"ENSDNOG00000049495"
"285"	"ENSDNOG00000048457"
"286"	"ENSDNOG00000032769"
"287"	"ENSDNOG00000041719"
"288"	"ENSDNOG00000030397"
"289"	"ENSDNOG00000038653"
"290"	"ENSDNOG00000050307"
"291"	"ENSDNOG00000049440"
"292"	"ENSDNOG00000044752"
"293"	"ENSDNOG00000030907"
"294"	"ENSDNOG00000031300"
"295"	"ENSDNOG00000040050"
"296"	"ENSDNOG00000037388"
"297"	"ENSDNOG00000047407"
"298"	"ENSDNOG00000013570"
"299"	"ENSDNOG00000035710"
"300"	"ENSDNOG00000035555"
"301"	"ENSDNOG00000004243"
"302"	"ENSDNOG00000003023"
"303"	"ENSDNOG00000031767"
"304"	"ENSDNOG00000051527"
"305"	"ENSDNOG00000040281"
"306"	"ENSDNOG00000047804"
"307"	"ENSDNOG00000007203"
"308"	"ENSDNOG00000011336"
"309"	"ENSDNOG00000038302"
"310"	"ENSDNOG00000035713"
"311"	"ENSDNOG00000015280"
"312"	"ENSDNOG00000031241"
"313"	"ENSDNOG00000048906"
"314"	"ENSDNOG00000047175"
"315"	"ENSDNOG00000051972"
"316"	"ENSDNOG00000025989"
"317"	"ENSDNOG00000041562"
"318"	"ENSDNOG00000031363"
"319"	"ENSDNOG00000027321"
"320"	"ENSDNOG00000033050"
"321"	"ENSDNOG00000047037"
"322"	"ENSDNOG00000043538"
"323"	"ENSDNOG00000037767"
"324"	"ENSDNOG00000043060"
"325"	"ENSDNOG00000035280"
"326"	"ENSDNOG00000050765"
"327"	"ENSDNOG00000010006"
"328"	"ENSDNOG00000042777"
"329"	"ENSDNOG00000043357"
"330"	"ENSDNOG00000037623"
"331"	"ENSDNOG00000033780"
"332"	"ENSDNOG00000045282"
"333"	"ENSDNOG00000004473"
"334"	"ENSDNOG00000039127"
"335"	"ENSDNOG00000030517"
"336"	"ENSDNOG00000034196"
"337"	"ENSDNOG00000030691"
"338"	"ENSDNOG00000010598"
"339"	"ENSDNOG00000049006"
"340"	"ENSDNOG00000046013"
"341"	"ENSDNOG00000038203"
"342"	"ENSDNOG00000030716"
"343"	"ENSDNOG00000011236"
"344"	"ENSDNOG00000038090"
"345"	"ENSDNOG00000037529"
"346"	"ENSDNOG00000002991"
"347"	"ENSDNOG00000002992"
"348"	"ENSDNOG00000034414"
"349"	"ENSDNOG00000049263"
"350"	"ENSDNOG00000018891"
"351"	"ENSDNOG00000029830"
"352"	"ENSDNOG00000049114"
"353"	"ENSDNOG00000044827"
"354"	"ENSDNOG00000044456"
"355"	"ENSDNOG00000045719"
"356"	"ENSDNOG00000032912"
"357"	"ENSDNOG00000042155"
"358"	"ENSDNOG00000044136"
"359"	"ENSDNOG00000031265"
"360"	"ENSDNOG00000028728"
"361"	"ENSDNOG00000026565"
"362"	"ENSDNOG00000015042"
"363"	"ENSDNOG00000050602"
"364"	"ENSDNOG00000051119"
"365"	"ENSDNOG00000048321"
"366"	"ENSDNOG00000002011"
"367"	"ENSDNOG00000031935"
"368"	"ENSDNOG00000048048"
"369"	"ENSDNOG00000037612"
"370"	"ENSDNOG00000024310"
"371"	"ENSDNOG00000045877"
"372"	"ENSDNOG00000040232"
"373"	"ENSDNOG00000038323"
"374"	"ENSDNOG00000005441"
"375"	"ENSDNOG00000024016"
"376"	"ENSDNOG00000026233"
"377"	"ENSDNOG00000035451"
"378"	"ENSDNOG00000050854"
"379"	"ENSDNOG00000040479"
"380"	"ENSDNOG00000026961"
"381"	"ENSDNOG00000033849"
"382"	"ENSDNOG00000041347"
"383"	"ENSDNOG00000044555"
"384"	"ENSDNOG00000032159"
"385"	"ENSDNOG00000049721"
"386"	"ENSDNOG00000038340"
"387"	"ENSDNOG00000006713"
"388"	"ENSDNOG00000036392"
"389"	"ENSDNOG00000049148"
"390"	"ENSDNOG00000041111"
"391"	"ENSDNOG00000043245"
"392"	"ENSDNOG00000050668"
"393"	"ENSDNOG00000048902"
"394"	"ENSDNOG00000028835"
"395"	"ENSDNOG00000029811"
"396"	"ENSDNOG00000043768"
"397"	"ENSDNOG00000045477"
"398"	"ENSDNOG00000007191"
"399"	"ENSDNOG00000016312"
"400"	"ENSDNOG00000024592"
"401"	"ENSDNOG00000048556"
"402"	"ENSDNOG00000046767"
"403"	"ENSDNOG00000004881"
"404"	"ENSDNOG00000000196"
"405"	"ENSDNOG00000035529"
"406"	"ENSDNOG00000007324"
"407"	"ENSDNOG00000008892"
"408"	"ENSDNOG00000018763"
"409"	"ENSDNOG00000030495"
"410"	"ENSDNOG00000040327"
"411"	"ENSDNOG00000007499"
"412"	"ENSDNOG00000029409"
"413"	"ENSDNOG00000035931"
"414"	"ENSDNOG00000001675"
"415"	"ENSDNOG00000001680"
"416"	"ENSDNOG00000030736"
"417"	"ENSDNOG00000044965"
"418"	"ENSDNOG00000043179"
"419"	"ENSDNOG00000044691"
"420"	"ENSDNOG00000004855"
"421"	"ENSDNOG00000038732"
"422"	"ENSDNOG00000052053"
"423"	"ENSDNOG00000044474"
"424"	"ENSDNOG00000014342"
"425"	"ENSDNOG00000014359"
"426"	"ENSDNOG00000011926"
"427"	"ENSDNOG00000051065"
"428"	"ENSDNOG00000040959"
"429"	"ENSDNOG00000014713"
"430"	"ENSDNOG00000013984"
"431"	"ENSDNOG00000011036"
"432"	"ENSDNOG00000011059"
"433"	"ENSDNOG00000047164"
"434"	"ENSDNOG00000035765"
"435"	"ENSDNOG00000047169"
"436"	"ENSDNOG00000014877"
"437"	"ENSDNOG00000041213"
"438"	"ENSDNOG00000043635"
"439"	"ENSDNOG00000010090"
"440"	"ENSDNOG00000017851"
"441"	"ENSDNOG00000050792"
"442"	"ENSDNOG00000044335"
"443"	"ENSDNOG00000034303"
"444"	"ENSDNOG00000027439"
"445"	"ENSDNOG00000026271"
"446"	"ENSDNOG00000042000"
"447"	"ENSDNOG00000003703"
"448"	"ENSDNOG00000027985"
"449"	"ENSDNOG00000019155"
"450"	"ENSDNOG00000031360"
"451"	"ENSDNOG00000032263"
"452"	"ENSDNOG00000040289"
"453"	"ENSDNOG00000037939"
"454"	"ENSDNOG00000033674"
"455"	"ENSDNOG00000046472"
"456"	"ENSDNOG00000030931"
"457"	"ENSDNOG00000052589"
"458"	"ENSDNOG00000038458"
"459"	"ENSDNOG00000037764"
"460"	"ENSDNOG00000015130"
"461"	"ENSDNOG00000032599"
"462"	"ENSDNOG00000018459"
"463"	"ENSDNOG00000050329"
"464"	"ENSDNOG00000026290"
"465"	"ENSDNOG00000047960"
"466"	"ENSDNOG00000051643"
"467"	"ENSDNOG00000013465"
"468"	"ENSDNOG00000041677"
"469"	"ENSDNOG00000006561"
"470"	"ENSDNOG00000006513"
"471"	"ENSDNOG00000039859"
"472"	"ENSDNOG00000031309"
"473"	"ENSDNOG00000034365"
"474"	"ENSDNOG00000037855"
"475"	"ENSDNOG00000012699"
"476"	"ENSDNOG00000032680"
"477"	"ENSDNOG00000045123"
"478"	"ENSDNOG00000000320"
"479"	"ENSDNOG00000034216"
"480"	"ENSDNOG00000005505"
"481"	"ENSDNOG00000005518"
"482"	"ENSDNOG00000037534"
"483"	"ENSDNOG00000048155"
"484"	"ENSDNOG00000038443"
"485"	"ENSDNOG00000034908"
"486"	"ENSDNOG00000001016"
"487"	"ENSDNOG00000039240"
"488"	"ENSDNOG00000017541"
"489"	"ENSDNOG00000032816"
"490"	"ENSDNOG00000008158"
"491"	"ENSDNOG00000041461"
"492"	"ENSDNOG00000033313"
"493"	"ENSDNOG00000000452"
"494"	"ENSDNOG00000038919"
"495"	"ENSDNOG00000031234"
"496"	"ENSDNOG00000005999"
"497"	"ENSDNOG00000026349"
"498"	"ENSDNOG00000036390"
"499"	"ENSDNOG00000034319"
"500"	"ENSDNOG00000031072"
"501"	"ENSDNOG00000033312"
"502"	"ENSDNOG00000027662"
"503"	"ENSDNOG00000049254"
"504"	"ENSDNOG00000041815"
"505"	"ENSDNOG00000042049"
"506"	"ENSDNOG00000049189"
"507"	"ENSDNOG00000041476"
"508"	"ENSDNOG00000032936"
"509"	"ENSDNOG00000044265"
"510"	"ENSDNOG00000039509"
"511"	"ENSDNOG00000040829"
"512"	"ENSDNOG00000031673"
"513"	"ENSDNOG00000031342"
"514"	"ENSDNOG00000031106"
"515"	"ENSDNOG00000037233"
"516"	"ENSDNOG00000047561"
"517"	"ENSDNOG00000040645"
"518"	"ENSDNOG00000031343"
"519"	"ENSDNOG00000030955"
"520"	"ENSDNOG00000040270"
"521"	"ENSDNOG00000052679"
"522"	"ENSDNOG00000046714"
"523"	"ENSDNOG00000005589"
"524"	"ENSDNOG00000041397"
"525"	"ENSDNOG00000052603"
"526"	"ENSDNOG00000050689"
"527"	"ENSDNOG00000033684"
"528"	"ENSDNOG00000006658"
"529"	"ENSDNOG00000044988"
"530"	"ENSDNOG00000006952"
"531"	"ENSDNOG00000039926"
"532"	"ENSDNOG00000051449"
"533"	"ENSDNOG00000032395"
"534"	"ENSDNOG00000010492"
"535"	"ENSDNOG00000031235"
"536"	"ENSDNOG00000029563"
"537"	"ENSDNOG00000000456"
"538"	"ENSDNOG00000014845"
"539"	"ENSDNOG00000031951"
"540"	"ENSDNOG00000001710"
"541"	"ENSDNOG00000001707"
"542"	"ENSDNOG00000048334"
"543"	"ENSDNOG00000045580"
"544"	"ENSDNOG00000027382"
"545"	"ENSDNOG00000016789"
"546"	"ENSDNOG00000041302"
"547"	"ENSDNOG00000006285"
"548"	"ENSDNOG00000046563"
"549"	"ENSDNOG00000029969"
"550"	"ENSDNOG00000032710"
"551"	"ENSDNOG00000017621"
"552"	"ENSDNOG00000028087"
"553"	"ENSDNOG00000017879"
"554"	"ENSDNOG00000015889"
"555"	"ENSDNOG00000044057"
"556"	"ENSDNOG00000048660"
"557"	"ENSDNOG00000049688"
"558"	"ENSDNOG00000007857"
"559"	"ENSDNOG00000039380"
"560"	"ENSDNOG00000041203"
"561"	"ENSDNOG00000030374"
"562"	"ENSDNOG00000028424"
"563"	"ENSDNOG00000040569"
"564"	"ENSDNOG00000032625"
"565"	"ENSDNOG00000051792"
"566"	"ENSDNOG00000012556"
"567"	"ENSDNOG00000048588"
"568"	"ENSDNOG00000035408"
"569"	"ENSDNOG00000049833"
"570"	"ENSDNOG00000039974"
"571"	"ENSDNOG00000017687"
"572"	"ENSDNOG00000044729"
"573"	"ENSDNOG00000042092"
"574"	"ENSDNOG00000029939"
"575"	"ENSDNOG00000040317"
"576"	"ENSDNOG00000034273"
"577"	"ENSDNOG00000017622"
"578"	"ENSDNOG00000023715"
"579"	"ENSDNOG00000016159"
"580"	"ENSDNOG00000012883"
"581"	"ENSDNOG00000029525"
"582"	"ENSDNOG00000012863"
"583"	"ENSDNOG00000045610"
"584"	"ENSDNOG00000051432"
"585"	"ENSDNOG00000050333"
"586"	"ENSDNOG00000046442"
"587"	"ENSDNOG00000048233"
"588"	"ENSDNOG00000047027"
"589"	"ENSDNOG00000007931"
"590"	"ENSDNOG00000007920"
"591"	"ENSDNOG00000007911"
"592"	"ENSDNOG00000007903"
"593"	"ENSDNOG00000043485"
"594"	"ENSDNOG00000040766"
"595"	"ENSDNOG00000027822"
"596"	"ENSDNOG00000004397"
"597"	"ENSDNOG00000052459"
"598"	"ENSDNOG00000010382"
"599"	"ENSDNOG00000001868"
"600"	"ENSDNOG00000001864"
"601"	"ENSDNOG00000051709"
"602"	"ENSDNOG00000046531"
"603"	"ENSDNOG00000027930"
"604"	"ENSDNOG00000048337"
"605"	"ENSDNOG00000001942"
"606"	"ENSDNOG00000041714"
"607"	"ENSDNOG00000045414"
"608"	"ENSDNOG00000036430"
"609"	"ENSDNOG00000038820"
"610"	"ENSDNOG00000046419"
"611"	"ENSDNOG00000047015"
"612"	"ENSDNOG00000034591"
"613"	"ENSDNOG00000048299"
"614"	"ENSDNOG00000038667"
"615"	"ENSDNOG00000041560"
"616"	"ENSDNOG00000041584"
"617"	"ENSDNOG00000037608"
"618"	"ENSDNOG00000032937"
"619"	"ENSDNOG00000034783"
"620"	"ENSDNOG00000042292"
"621"	"ENSDNOG00000051171"
"622"	"ENSDNOG00000046506"
"623"	"ENSDNOG00000049274"
"624"	"ENSDNOG00000039627"
"625"	"ENSDNOG00000052446"
"626"	"ENSDNOG00000039536"
"627"	"ENSDNOG00000038536"
"628"	"ENSDNOG00000016811"
"629"	"ENSDNOG00000032113"
"630"	"ENSDNOG00000039200"
"631"	"ENSDNOG00000007578"
"632"	"ENSDNOG00000007568"
"633"	"ENSDNOG00000046435"
"634"	"ENSDNOG00000046133"
"635"	"ENSDNOG00000049808"
"636"	"ENSDNOG00000038836"
"637"	"ENSDNOG00000018151"
"638"	"ENSDNOG00000038870"
"639"	"ENSDNOG00000033516"
"640"	"ENSDNOG00000013969"
"641"	"ENSDNOG00000013953"
"642"	"ENSDNOG00000045701"
"643"	"ENSDNOG00000033642"
"644"	"ENSDNOG00000043669"
"645"	"ENSDNOG00000018040"
"646"	"ENSDNOG00000051290"
"647"	"ENSDNOG00000010389"
"648"	"ENSDNOG00000052855"
"649"	"ENSDNOG00000042384"
"650"	"ENSDNOG00000034479"
"651"	"ENSDNOG00000034310"
"652"	"ENSDNOG00000043170"
"653"	"ENSDNOG00000046390"
"654"	"ENSDNOG00000000809"
"655"	"ENSDNOG00000000756"
"656"	"ENSDNOG00000017738"
"657"	"ENSDNOG00000041105"
"658"	"ENSDNOG00000005108"
"659"	"ENSDNOG00000019449"
"660"	"ENSDNOG00000005113"
"661"	"ENSDNOG00000036507"
"662"	"ENSDNOG00000015885"
"663"	"ENSDNOG00000038355"
"664"	"ENSDNOG00000037667"
"665"	"ENSDNOG00000035437"
"666"	"ENSDNOG00000043116"
"667"	"ENSDNOG00000007179"
"668"	"ENSDNOG00000035259"
"669"	"ENSDNOG00000008592"
"670"	"ENSDNOG00000041157"
"671"	"ENSDNOG00000046785"
"672"	"ENSDNOG00000017317"
"673"	"ENSDNOG00000052508"
"674"	"ENSDNOG00000035736"
"675"	"ENSDNOG00000013684"
"676"	"ENSDNOG00000034454"
"677"	"ENSDNOG00000030962"
"678"	"ENSDNOG00000043522"
"679"	"ENSDNOG00000048122"
"680"	"ENSDNOG00000013868"
"681"	"ENSDNOG00000013671"
"682"	"ENSDNOG00000013491"
"683"	"ENSDNOG00000009311"
"684"	"ENSDNOG00000038817"
"685"	"ENSDNOG00000015051"
"686"	"ENSDNOG00000046744"
"687"	"ENSDNOG00000015055"
"688"	"ENSDNOG00000001024"
"689"	"ENSDNOG00000001538"
"690"	"ENSDNOG00000042016"
"691"	"ENSDNOG00000039124"
"692"	"ENSDNOG00000006592"
"693"	"ENSDNOG00000024256"
"694"	"ENSDNOG00000051803"
"695"	"ENSDNOG00000011133"
"696"	"ENSDNOG00000029654"
"697"	"ENSDNOG00000001298"
"698"	"ENSDNOG00000012606"
"699"	"ENSDNOG00000049627"
"700"	"ENSDNOG00000003275"
"701"	"ENSDNOG00000043304"
"702"	"ENSDNOG00000029986"
"703"	"ENSDNOG00000017177"
"704"	"ENSDNOG00000046975"
"705"	"ENSDNOG00000051152"
"706"	"ENSDNOG00000030047"
"707"	"ENSDNOG00000010991"
"708"	"ENSDNOG00000000613"
"709"	"ENSDNOG00000041069"
"710"	"ENSDNOG00000013927"
"711"	"ENSDNOG00000024635"
"712"	"ENSDNOG00000013946"
"713"	"ENSDNOG00000032406"
"714"	"ENSDNOG00000032813"
"715"	"ENSDNOG00000004245"
"716"	"ENSDNOG00000004784"
"717"	"ENSDNOG00000004804"
"718"	"ENSDNOG00000043235"
"719"	"ENSDNOG00000004808"
"720"	"ENSDNOG00000035645"
"721"	"ENSDNOG00000003643"
"722"	"ENSDNOG00000042867"
"723"	"ENSDNOG00000003650"
"724"	"ENSDNOG00000034723"
"725"	"ENSDNOG00000044979"
"726"	"ENSDNOG00000049492"
"727"	"ENSDNOG00000040118"
"728"	"ENSDNOG00000051502"
"729"	"ENSDNOG00000050858"
"730"	"ENSDNOG00000013572"
"731"	"ENSDNOG00000005159"
"732"	"ENSDNOG00000048622"
"733"	"ENSDNOG00000045722"
"734"	"ENSDNOG00000052217"
"735"	"ENSDNOG00000042062"
"736"	"ENSDNOG00000018872"
"737"	"ENSDNOG00000045409"
"738"	"ENSDNOG00000033392"
"739"	"ENSDNOG00000046970"
"740"	"ENSDNOG00000042275"
"741"	"ENSDNOG00000034098"
"742"	"ENSDNOG00000034206"
"743"	"ENSDNOG00000027604"
"744"	"ENSDNOG00000037415"
"745"	"ENSDNOG00000052037"
"746"	"ENSDNOG00000036900"
"747"	"ENSDNOG00000012317"
"748"	"ENSDNOG00000037651"
"749"	"ENSDNOG00000039786"
"750"	"ENSDNOG00000025953"
"751"	"ENSDNOG00000037830"
"752"	"ENSDNOG00000006160"
"753"	"ENSDNOG00000006170"
"754"	"ENSDNOG00000030920"
"755"	"ENSDNOG00000030418"
"756"	"ENSDNOG00000007841"
"757"	"ENSDNOG00000049755"
"758"	"ENSDNOG00000009158"
"759"	"ENSDNOG00000019599"
"760"	"ENSDNOG00000043709"
"761"	"ENSDNOG00000052141"
"762"	"ENSDNOG00000045535"
"763"	"ENSDNOG00000043607"
"764"	"ENSDNOG00000051845"
"765"	"ENSDNOG00000046642"
"766"	"ENSDNOG00000034678"
"767"	"ENSDNOG00000030235"
"768"	"ENSDNOG00000041774"
"769"	"ENSDNOG00000048527"
"770"	"ENSDNOG00000038812"
"771"	"ENSDNOG00000045621"
"772"	"ENSDNOG00000005384"
"773"	"ENSDNOG00000035842"
"774"	"ENSDNOG00000038747"
"775"	"ENSDNOG00000004054"
"776"	"ENSDNOG00000030600"
"777"	"ENSDNOG00000046815"
